UF,Mun,Pop estimada 2021,Faixa_pop,Regiao
MG,Mercês,10775,3 - 10001 até 20000,3 - Sudeste
MG,Mesquita,5489,2 - 5001 até 10000,3 - Sudeste
MG,Minas Novas,31509,4 - 20001 até 50000,3 - Sudeste
MG,Minduri,3891,1 - Até 5000,3 - Sudeste
MG,Mirabela,13651,3 - 10001 até 20000,3 - Sudeste
MG,Miradouro,10818,3 - 10001 até 20000,3 - Sudeste
MG,Miraí,15205,3 - 10001 até 20000,3 - Sudeste
MG,Miravânia,4939,1 - Até 5000,3 - Sudeste
MG,Moeda,4948,1 - Até 5000,3 - Sudeste
MG,Moema,7589,2 - 5001 até 10000,3 - Sudeste
MG,Monjolos,2184,1 - Até 5000,3 - Sudeste
MG,Monsenhor Paulo,8764,2 - 5001 até 10000,3 - Sudeste
MG,Montalvânia,14621,3 - 10001 até 20000,3 - Sudeste
MG,Monte Alegre de Minas,21349,4 - 20001 até 50000,3 - Sudeste
MG,Monte Azul,20544,4 - 20001 até 50000,3 - Sudeste
MG,Monte Belo,13139,3 - 10001 até 20000,3 - Sudeste
MG,Monte Carmelo,48049,4 - 20001 até 50000,3 - Sudeste
MG,Monte Formoso,4939,1 - Até 5000,3 - Sudeste
MG,Monte Santo de Minas,21504,4 - 20001 até 50000,3 - Sudeste
MG,Montes Claros,417478,6 - 100001 até 500000,3 - Sudeste
MG,Monte Sião,24247,4 - 20001 até 50000,3 - Sudeste
MG,Montezuma,8379,2 - 5001 até 10000,3 - Sudeste
MG,Morada Nova de Minas,8955,2 - 5001 até 10000,3 - Sudeste
MG,Morro da Garça,2413,1 - Até 5000,3 - Sudeste
MG,Morro do Pilar,3126,1 - Até 5000,3 - Sudeste
MG,Munhoz,5960,2 - 5001 até 10000,3 - Sudeste
MG,Muriaé,109997,6 - 100001 até 500000,3 - Sudeste
MG,Mutum,26945,4 - 20001 até 50000,3 - Sudeste
MG,Muzambinho,20522,4 - 20001 até 50000,3 - Sudeste
MG,Nacip Raydan,3221,1 - Até 5000,3 - Sudeste
MG,Nanuque,40583,4 - 20001 até 50000,3 - Sudeste
MG,Naque,7104,2 - 5001 até 10000,3 - Sudeste
MG,Natalândia,3306,1 - Até 5000,3 - Sudeste
MG,Natércia,4727,1 - Até 5000,3 - Sudeste
MG,Nazareno,8710,2 - 5001 até 10000,3 - Sudeste
MG,Nepomuceno,26882,4 - 20001 até 50000,3 - Sudeste
MG,Ninheira,10355,3 - 10001 até 20000,3 - Sudeste
MG,Nova Belém,3067,1 - Até 5000,3 - Sudeste
MG,Nova Era,17524,3 - 10001 até 20000,3 - Sudeste
MG,Nova Lima,97378,5 - 50001 até 100000,3 - Sudeste
MG,Nova Módica,3548,1 - Até 5000,3 - Sudeste
MG,Nova Ponte,16046,3 - 10001 até 20000,3 - Sudeste
MG,Nova Porteirinha,7493,2 - 5001 até 10000,3 - Sudeste
MG,Nova Resende,16937,3 - 10001 até 20000,3 - Sudeste
MG,Nova Serrana,108241,6 - 100001 até 500000,3 - Sudeste
MG,Novo Cruzeiro,31339,4 - 20001 até 50000,3 - Sudeste
MG,Novo Oriente de Minas,10800,3 - 10001 até 20000,3 - Sudeste
MG,Novorizonte,5348,2 - 5001 até 10000,3 - Sudeste
MG,Olaria,1694,1 - Até 5000,3 - Sudeste
MG,Olhos-dÁgua,6243,2 - 5001 até 10000,3 - Sudeste
MG,Olímpio Noronha,2829,1 - Até 5000,3 - Sudeste
MG,Oliveira,41987,4 - 20001 até 50000,3 - Sudeste
MG,Oliveira Fortes,2128,1 - Até 5000,3 - Sudeste
MG,Onça de Pitangui,3155,1 - Até 5000,3 - Sudeste
MG,Oratórios,4671,1 - Até 5000,3 - Sudeste
MG,Orizânia,8138,2 - 5001 até 10000,3 - Sudeste
MG,Ouro Branco,40220,4 - 20001 até 50000,3 - Sudeste
MG,Ouro Fino,33938,4 - 20001 até 50000,3 - Sudeste
MG,Ouro Preto,74824,5 - 50001 até 100000,3 - Sudeste
MG,Ouro Verde de Minas,5895,2 - 5001 até 10000,3 - Sudeste
MG,Padre Carvalho,6466,2 - 5001 até 10000,3 - Sudeste
MG,Padre Paraíso,20346,4 - 20001 até 50000,3 - Sudeste
MG,Paineiras,4440,1 - Até 5000,3 - Sudeste
MG,Pains,8308,2 - 5001 até 10000,3 - Sudeste
MG,Pai Pedro,6098,2 - 5001 até 10000,3 - Sudeste
MG,Paiva,1517,1 - Até 5000,3 - Sudeste
MG,Palma,6606,2 - 5001 até 10000,3 - Sudeste
MG,Palmópolis,5196,2 - 5001 até 10000,3 - Sudeste
MG,Papagaios,15922,3 - 10001 até 20000,3 - Sudeste
MG,Paracatu,94539,5 - 50001 até 100000,3 - Sudeste
MG,Pará de Minas,95616,5 - 50001 até 100000,3 - Sudeste
MG,Paraguaçu,21693,4 - 20001 até 50000,3 - Sudeste
MG,Paraisópolis,21353,4 - 20001 até 50000,3 - Sudeste
MG,Paraopeba,24854,4 - 20001 até 50000,3 - Sudeste
MG,Passabém,1619,1 - Até 5000,3 - Sudeste
MG,Passa Quatro,16439,3 - 10001 até 20000,3 - Sudeste
MG,Passa Tempo,8031,2 - 5001 até 10000,3 - Sudeste
MG,Passa Vinte,2024,1 - Até 5000,3 - Sudeste
MG,Passos,115970,6 - 100001 até 500000,3 - Sudeste
MG,Patis,6031,2 - 5001 até 10000,3 - Sudeste
MG,Patos de Minas,154641,6 - 100001 até 500000,3 - Sudeste
MG,Patrocínio,92116,5 - 50001 até 100000,3 - Sudeste
MG,Patrocínio do Muriaé,5744,2 - 5001 até 10000,3 - Sudeste
MG,Paula Cândido,9597,2 - 5001 até 10000,3 - Sudeste
MG,Paulistas,4794,1 - Até 5000,3 - Sudeste
MG,Pavão,8390,2 - 5001 até 10000,3 - Sudeste
MG,Peçanha,17534,3 - 10001 até 20000,3 - Sudeste
MG,Pedra Azul,24333,4 - 20001 até 50000,3 - Sudeste
MG,Pedra Bonita,7157,2 - 5001 até 10000,3 - Sudeste
MG,Pedra do Anta,2960,1 - Até 5000,3 - Sudeste
MG,Pedra do Indaiá,3977,1 - Até 5000,3 - Sudeste
MG,Pedra Dourada,2559,1 - Até 5000,3 - Sudeste
MG,Pedralva,11098,3 - 10001 até 20000,3 - Sudeste
MG,Pedras de Maria da Cruz,12313,3 - 10001 até 20000,3 - Sudeste
MG,Pedrinópolis,3651,1 - Até 5000,3 - Sudeste
MG,Pedro Leopoldo,65149,5 - 50001 até 100000,3 - Sudeste
MG,Pedro Teixeira,1804,1 - Até 5000,3 - Sudeste
MG,Pequeri,3340,1 - Até 5000,3 - Sudeste
MG,Pequi,4457,1 - Até 5000,3 - Sudeste
MG,Perdigão,11994,3 - 10001 até 20000,3 - Sudeste
MG,Perdizes,16469,3 - 10001 até 20000,3 - Sudeste
MG,Perdões,21577,4 - 20001 até 50000,3 - Sudeste
MG,Periquito,6738,2 - 5001 até 10000,3 - Sudeste
MG,Pescador,4261,1 - Até 5000,3 - Sudeste
MG,Piau,2719,1 - Até 5000,3 - Sudeste
MG,Piedade de Caratinga,8832,2 - 5001 até 10000,3 - Sudeste
MG,Piedade de Ponte Nova,4141,1 - Até 5000,3 - Sudeste
MG,Piedade do Rio Grande,4436,1 - Até 5000,3 - Sudeste
MG,Piedade dos Gerais,5034,2 - 5001 até 10000,3 - Sudeste
MG,Pimenta,8715,2 - 5001 até 10000,3 - Sudeste
MG,Pingo-dÁgua,5029,2 - 5001 até 10000,3 - Sudeste
MG,Pintópolis,7540,2 - 5001 até 10000,3 - Sudeste
MG,Piracema,6386,2 - 5001 até 10000,3 - Sudeste
MG,Pirajuba,6491,2 - 5001 até 10000,3 - Sudeste
MG,Piranga,17641,3 - 10001 até 20000,3 - Sudeste
MG,Piranguçu,5504,2 - 5001 até 10000,3 - Sudeste
MG,Piranguinho,8683,2 - 5001 até 10000,3 - Sudeste
MG,Pirapetinga,10791,3 - 10001 até 20000,3 - Sudeste
MG,Pirapora,56845,5 - 50001 até 100000,3 - Sudeste
MG,Piraúba,10732,3 - 10001 até 20000,3 - Sudeste
MG,Pitangui,28433,4 - 20001 até 50000,3 - Sudeste
MG,Piumhi,35137,4 - 20001 até 50000,3 - Sudeste
MG,Planura,12445,3 - 10001 até 20000,3 - Sudeste
MG,Poço Fundo,16900,3 - 10001 até 20000,3 - Sudeste
MG,Poços de Caldas,169838,6 - 100001 até 500000,3 - Sudeste
MG,Pocrane,8288,2 - 5001 até 10000,3 - Sudeste
MG,Pompéu,32248,4 - 20001 até 50000,3 - Sudeste
MG,Ponte Nova,60003,5 - 50001 até 100000,3 - Sudeste
MG,Ponto Chique,4305,1 - Até 5000,3 - Sudeste
MG,Ponto dos Volantes,12235,3 - 10001 até 20000,3 - Sudeste
MG,Porteirinha,37823,4 - 20001 até 50000,3 - Sudeste
MG,Porto Firme,11414,3 - 10001 até 20000,3 - Sudeste
MG,Poté,16675,3 - 10001 até 20000,3 - Sudeste
MG,Pouso Alegre,154293,6 - 100001 até 500000,3 - Sudeste
MG,Pouso Alto,5862,2 - 5001 até 10000,3 - Sudeste
MG,Prados,9128,2 - 5001 até 10000,3 - Sudeste
MG,Prata,28173,4 - 20001 até 50000,3 - Sudeste
MG,Pratápolis,8530,2 - 5001 até 10000,3 - Sudeste
MG,Pratinha,3658,1 - Até 5000,3 - Sudeste
MG,Presidente Bernardes,5315,2 - 5001 até 10000,3 - Sudeste
MG,Presidente Juscelino,3572,1 - Até 5000,3 - Sudeste
MG,Presidente Kubitschek,3000,1 - Até 5000,3 - Sudeste
MG,Presidente Olegário,19680,3 - 10001 até 20000,3 - Sudeste
MG,Alto Jequitibá,8286,2 - 5001 até 10000,3 - Sudeste
MG,Prudente de Morais,10931,3 - 10001 até 20000,3 - Sudeste
MG,Quartel Geral,3603,1 - Até 5000,3 - Sudeste
MG,Queluzito,1948,1 - Até 5000,3 - Sudeste
MG,Raposos,16501,3 - 10001 até 20000,3 - Sudeste
MG,Raul Soares,23663,4 - 20001 até 50000,3 - Sudeste
MG,Recreio,10522,3 - 10001 até 20000,3 - Sudeste
MG,Reduto,7247,2 - 5001 até 10000,3 - Sudeste
MG,Resende Costa,11578,3 - 10001 até 20000,3 - Sudeste
MG,Resplendor,17396,3 - 10001 até 20000,3 - Sudeste
MG,Ressaquinha,4826,1 - Até 5000,3 - Sudeste
MG,Riachinho,8132,2 - 5001 até 10000,3 - Sudeste
MG,Riacho dos Machados,9471,2 - 5001 até 10000,3 - Sudeste
MG,Ribeirão das Neves,341415,6 - 100001 até 500000,3 - Sudeste
MG,Ribeirão Vermelho,4061,1 - Até 5000,3 - Sudeste
MG,Rio Acima,10524,3 - 10001 até 20000,3 - Sudeste
MG,Rio Casca,13384,3 - 10001 até 20000,3 - Sudeste
MG,Rio Doce,2630,1 - Até 5000,3 - Sudeste
MG,Rio do Prado,5117,2 - 5001 até 10000,3 - Sudeste
MG,Rio Espera,5332,2 - 5001 até 10000,3 - Sudeste
MG,Rio Manso,5924,2 - 5001 até 10000,3 - Sudeste
MG,Rio Novo,8964,2 - 5001 até 10000,3 - Sudeste
MG,Rio Paranaíba,12356,3 - 10001 até 20000,3 - Sudeste
MG,Rio Pardo de Minas,31171,4 - 20001 até 50000,3 - Sudeste
MG,Rio Piracicaba,14325,3 - 10001 até 20000,3 - Sudeste
MG,Rio Pomba,18007,3 - 10001 até 20000,3 - Sudeste
MG,Rio Preto,5493,2 - 5001 até 10000,3 - Sudeste
MG,Rio Vermelho,12635,3 - 10001 até 20000,3 - Sudeste
MG,Ritápolis,4521,1 - Até 5000,3 - Sudeste
MG,Rochedo de Minas,2335,1 - Até 5000,3 - Sudeste
MG,Rodeiro,8333,2 - 5001 até 10000,3 - Sudeste
MG,Romaria,3507,1 - Até 5000,3 - Sudeste
MG,Rosário da Limeira,4648,1 - Até 5000,3 - Sudeste
MG,Rubelita,5609,2 - 5001 até 10000,3 - Sudeste
MG,Rubim,10269,3 - 10001 até 20000,3 - Sudeste
MG,Sabará,137877,6 - 100001 até 500000,3 - Sudeste
MG,Sabinópolis,15364,3 - 10001 até 20000,3 - Sudeste
MG,Sacramento,26556,4 - 20001 até 50000,3 - Sudeste
MG,Salinas,41864,4 - 20001 até 50000,3 - Sudeste
MG,Salto da Divisa,7014,2 - 5001 até 10000,3 - Sudeste
MG,Santa Bárbara,31873,4 - 20001 até 50000,3 - Sudeste
MG,Santa Bárbara do Leste,8212,2 - 5001 até 10000,3 - Sudeste
MG,Santa Bárbara do Monte Verde,3212,1 - Até 5000,3 - Sudeste
MG,Santa Bárbara do Tugúrio,4385,1 - Até 5000,3 - Sudeste
MG,Santa Cruz de Minas,8723,2 - 5001 até 10000,3 - Sudeste
MG,Santa Cruz de Salinas,4074,1 - Até 5000,3 - Sudeste
MG,Santa Cruz do Escalvado,4693,1 - Até 5000,3 - Sudeste
MG,Santa Efigênia de Minas,4354,1 - Até 5000,3 - Sudeste
MG,Santa Fé de Minas,3806,1 - Até 5000,3 - Sudeste
MG,Santa Helena de Minas,6406,2 - 5001 até 10000,3 - Sudeste
MG,Santa Juliana,14497,3 - 10001 até 20000,3 - Sudeste
MG,Santa Luzia,221705,6 - 100001 até 500000,3 - Sudeste
MG,Santa Margarida,16393,3 - 10001 até 20000,3 - Sudeste
MG,Santa Maria de Itabira,10867,3 - 10001 até 20000,3 - Sudeste
MG,Santa Maria do Salto,5203,2 - 5001 até 10000,3 - Sudeste
MG,Santa Maria do Suaçuí,14607,3 - 10001 até 20000,3 - Sudeste
MG,Santana da Vargem,7047,2 - 5001 até 10000,3 - Sudeste
MG,Santana de Cataguases,3909,1 - Até 5000,3 - Sudeste
MG,Santana de Pirapama,7538,2 - 5001 até 10000,3 - Sudeste
MG,Santana do Deserto,3985,1 - Até 5000,3 - Sudeste
MG,Santana do Garambéu,2494,1 - Até 5000,3 - Sudeste
MG,Santana do Jacaré,4847,1 - Até 5000,3 - Sudeste
MG,Santana do Manhuaçu,8660,2 - 5001 até 10000,3 - Sudeste
MG,Santana do Paraíso,36048,4 - 20001 até 50000,3 - Sudeste
MG,Santana do Riacho,4334,1 - Até 5000,3 - Sudeste
MG,Santana dos Montes,3753,1 - Até 5000,3 - Sudeste
MG,Santa Rita de Caldas,8900,2 - 5001 até 10000,3 - Sudeste
MG,Santa Rita de Jacutinga,4843,1 - Até 5000,3 - Sudeste
MG,Santa Rita de Minas,7322,2 - 5001 até 10000,3 - Sudeste
MG,Santa Rita de Ibitipoca,3380,1 - Até 5000,3 - Sudeste
MG,Santa Rita do Itueto,5426,2 - 5001 até 10000,3 - Sudeste
MG,Santa Rita do Sapucaí,44226,4 - 20001 até 50000,3 - Sudeste
MG,Santa Rosa da Serra,3364,1 - Até 5000,3 - Sudeste
MG,Santa Vitória,19997,3 - 10001 até 20000,3 - Sudeste
MG,Santo Antônio do Amparo,18697,3 - 10001 até 20000,3 - Sudeste
MG,Santo Antônio do Aventureiro,3602,1 - Até 5000,3 - Sudeste
MG,Santo Antônio do Grama,3861,1 - Até 5000,3 - Sudeste
MG,Santo Antônio do Itambé,3763,1 - Até 5000,3 - Sudeste
MG,Santo Antônio do Jacinto,11570,3 - 10001 até 20000,3 - Sudeste
MG,Santo Antônio do Monte,28603,4 - 20001 até 50000,3 - Sudeste
MG,Santo Antônio do Retiro,7316,2 - 5001 até 10000,3 - Sudeste
MG,Santo Antônio do Rio Abaixo,1756,1 - Até 5000,3 - Sudeste
MG,Santo Hipólito,3044,1 - Até 5000,3 - Sudeste
MG,Santos Dumont,46357,4 - 20001 até 50000,3 - Sudeste
MG,São Bento Abade,5411,2 - 5001 até 10000,3 - Sudeste
MG,São Brás do Suaçuí,3770,1 - Até 5000,3 - Sudeste
MG,São Domingos das Dores,5672,2 - 5001 até 10000,3 - Sudeste
MG,São Domingos do Prata,17296,3 - 10001 até 20000,3 - Sudeste
MG,São Félix de Minas,3354,1 - Até 5000,3 - Sudeste
MG,São Francisco,56625,5 - 50001 até 100000,3 - Sudeste
MG,São Francisco de Paula,6512,2 - 5001 até 10000,3 - Sudeste
MG,São Francisco de Sales,6309,2 - 5001 até 10000,3 - Sudeste
MG,São Francisco do Glória,4758,1 - Até 5000,3 - Sudeste
MG,São Geraldo,12751,3 - 10001 até 20000,3 - Sudeste
MG,São Geraldo da Piedade,3860,1 - Até 5000,3 - Sudeste
MG,São Geraldo do Baixio,4104,1 - Até 5000,3 - Sudeste
MG,São Gonçalo do Abaeté,8527,2 - 5001 até 10000,3 - Sudeste
MG,São Gonçalo do Pará,12776,3 - 10001 até 20000,3 - Sudeste
MG,São Gonçalo do Rio Abaixo,11114,3 - 10001 até 20000,3 - Sudeste
MG,São Gonçalo do Sapucaí,25670,4 - 20001 até 50000,3 - Sudeste
MG,São Gotardo,36084,4 - 20001 até 50000,3 - Sudeste
MG,São João Batista do Glória,7541,2 - 5001 até 10000,3 - Sudeste
MG,São João da Lagoa,4949,1 - Até 5000,3 - Sudeste
MG,São João da Mata,2743,1 - Até 5000,3 - Sudeste
MG,São João da Ponte,25033,4 - 20001 até 50000,3 - Sudeste
MG,São João das Missões,13232,3 - 10001 até 20000,3 - Sudeste
MG,São João del Rei,90897,5 - 50001 até 100000,3 - Sudeste
MG,São João do Manhuaçu,11785,3 - 10001 até 20000,3 - Sudeste
MG,São João do Manteninha,5975,2 - 5001 até 10000,3 - Sudeste
MG,São João do Oriente,7393,2 - 5001 até 10000,3 - Sudeste
MG,São João do Pacuí,4476,1 - Até 5000,3 - Sudeste
MG,São João do Paraíso,23797,4 - 20001 até 50000,3 - Sudeste
MG,São João Evangelista,15761,3 - 10001 até 20000,3 - Sudeste
MG,São João Nepomuceno,26530,4 - 20001 até 50000,3 - Sudeste
MG,São Joaquim de Bicas,32696,4 - 20001 até 50000,3 - Sudeste
MG,São José da Barra,7532,2 - 5001 até 10000,3 - Sudeste
MG,São José da Lapa,24490,4 - 20001 até 50000,3 - Sudeste
MG,São José da Safira,4291,1 - Até 5000,3 - Sudeste
MG,São José da Varginha,5151,2 - 5001 até 10000,3 - Sudeste
MG,São José do Alegre,4222,1 - Até 5000,3 - Sudeste
MG,São José do Divino,3851,1 - Até 5000,3 - Sudeste
MG,São José do Goiabal,5356,2 - 5001 até 10000,3 - Sudeste
MG,São José do Jacuri,6409,2 - 5001 até 10000,3 - Sudeste
MG,São José do Mantimento,2821,1 - Até 5000,3 - Sudeste
MG,São Lourenço,46539,4 - 20001 até 50000,3 - Sudeste
MG,São Miguel do Anta,6949,2 - 5001 até 10000,3 - Sudeste
MG,São Pedro da União,4563,1 - Até 5000,3 - Sudeste
MG,São Pedro dos Ferros,7634,2 - 5001 até 10000,3 - Sudeste
MG,São Pedro do Suaçuí,5160,2 - 5001 até 10000,3 - Sudeste
MG,São Romão,12713,3 - 10001 até 20000,3 - Sudeste
MG,São Roque de Minas,7100,2 - 5001 até 10000,3 - Sudeste
MG,São Sebastião da Bela Vista,5598,2 - 5001 até 10000,3 - Sudeste
MG,São Sebastião da Vargem Alegre,3039,1 - Até 5000,3 - Sudeste
MG,São Sebastião do Anta,6697,2 - 5001 até 10000,3 - Sudeste
MG,São Sebastião do Maranhão,9884,2 - 5001 até 10000,3 - Sudeste
MG,São Sebastião do Oeste,6948,2 - 5001 até 10000,3 - Sudeste
MG,São Sebastião do Paraíso,71915,5 - 50001 até 100000,3 - Sudeste
MG,São Sebastião do Rio Preto,1478,1 - Até 5000,3 - Sudeste
MG,São Sebastião do Rio Verde,2259,1 - Até 5000,3 - Sudeste
MG,São Tiago,10979,3 - 10001 até 20000,3 - Sudeste
MG,São Tomás de Aquino,6980,2 - 5001 até 10000,3 - Sudeste
MG,São Tomé das Letras,7151,2 - 5001 até 10000,3 - Sudeste
MG,São Vicente de Minas,7876,2 - 5001 até 10000,3 - Sudeste
MG,Sapucaí-Mirim,7045,2 - 5001 até 10000,3 - Sudeste
MG,Sardoá,6421,2 - 5001 até 10000,3 - Sudeste
MG,Sarzedo,34050,4 - 20001 até 50000,3 - Sudeste
MG,Setubinha,12493,3 - 10001 até 20000,3 - Sudeste
MG,Sem-Peixe,2579,1 - Até 5000,3 - Sudeste
MG,Senador Amaral,5365,2 - 5001 até 10000,3 - Sudeste
MG,Senador Cortes,2001,1 - Até 5000,3 - Sudeste
MG,Senador Firmino,7902,2 - 5001 até 10000,3 - Sudeste
MG,Senador José Bento,1422,1 - Até 5000,3 - Sudeste
MG,Senador Modestino Gonçalves,4056,1 - Até 5000,3 - Sudeste
MG,Senhora de Oliveira,5786,2 - 5001 até 10000,3 - Sudeste
MG,Senhora do Porto,3516,1 - Até 5000,3 - Sudeste
MG,Senhora dos Remédios,10474,3 - 10001 até 20000,3 - Sudeste
MG,Sericita,7340,2 - 5001 até 10000,3 - Sudeste
MG,Seritinga,1857,1 - Até 5000,3 - Sudeste
MG,Serra Azul de Minas,4292,1 - Até 5000,3 - Sudeste
MG,Serra da Saudade,771,1 - Até 5000,3 - Sudeste
MG,Serra dos Aimorés,8725,2 - 5001 até 10000,3 - Sudeste
MG,Serra do Salitre,11750,3 - 10001 até 20000,3 - Sudeste
MG,Serrania,7667,2 - 5001 até 10000,3 - Sudeste
MG,Serranópolis de Minas,4836,1 - Até 5000,3 - Sudeste
MG,Serranos,1949,1 - Até 5000,3 - Sudeste
MG,Serro,20915,4 - 20001 até 50000,3 - Sudeste
MG,Sete Lagoas,243950,6 - 100001 até 500000,3 - Sudeste
MG,Silveirânia,2267,1 - Até 5000,3 - Sudeste
MG,Silvianópolis,6258,2 - 5001 até 10000,3 - Sudeste
MG,Simão Pereira,2621,1 - Até 5000,3 - Sudeste
MG,Simonésia,19834,3 - 10001 até 20000,3 - Sudeste
MG,Sobrália,5476,2 - 5001 até 10000,3 - Sudeste
MG,Soledade de Minas,6226,2 - 5001 até 10000,3 - Sudeste
MG,Tabuleiro,3669,1 - Até 5000,3 - Sudeste
MG,Taiobeiras,34653,4 - 20001 até 50000,3 - Sudeste
MG,Taparuba,3093,1 - Até 5000,3 - Sudeste
MG,Tapira,4890,1 - Até 5000,3 - Sudeste
MG,Tapiraí,1869,1 - Até 5000,3 - Sudeste
MG,Taquaraçu de Minas,4120,1 - Até 5000,3 - Sudeste
MG,Tarumirim,14280,3 - 10001 até 20000,3 - Sudeste
MG,Teixeiras,11680,3 - 10001 até 20000,3 - Sudeste
MG,Teófilo Otoni,141269,6 - 100001 até 500000,3 - Sudeste
MG,Timóteo,91268,5 - 50001 até 100000,3 - Sudeste
MG,Tiradentes,8160,2 - 5001 até 10000,3 - Sudeste
MG,Tiros,6369,2 - 5001 até 10000,3 - Sudeste
MG,Tocantins,16769,3 - 10001 até 20000,3 - Sudeste
MG,Tocos do Moji,4117,1 - Até 5000,3 - Sudeste
MG,Toledo,6336,2 - 5001 até 10000,3 - Sudeste
MG,Tombos,7683,2 - 5001 até 10000,3 - Sudeste
MG,Três Corações,80561,5 - 50001 até 100000,3 - Sudeste
MG,Três Marias,33062,4 - 20001 até 50000,3 - Sudeste
MG,Três Pontas,57127,5 - 50001 até 100000,3 - Sudeste
MG,Tumiritinga,6797,2 - 5001 até 10000,3 - Sudeste
MG,Tupaciguara,25466,4 - 20001 até 50000,3 - Sudeste
MG,Turmalina,20280,4 - 20001 até 50000,3 - Sudeste
MG,Turvolândia,5099,2 - 5001 até 10000,3 - Sudeste
MG,Ubá,117995,6 - 100001 até 500000,3 - Sudeste
MG,Ubaí,12661,3 - 10001 até 20000,3 - Sudeste
MG,Ubaporanga,12514,3 - 10001 até 20000,3 - Sudeste
MG,Uberaba,340277,6 - 100001 até 500000,3 - Sudeste
MG,Uberlândia,706597,7 - Maior que 500000,3 - Sudeste
MG,Umburatiba,2582,1 - Até 5000,3 - Sudeste
MG,Unaí,85461,5 - 50001 até 100000,3 - Sudeste
MG,União de Minas,4265,1 - Até 5000,3 - Sudeste
MG,Uruana de Minas,3256,1 - Até 5000,3 - Sudeste
MG,Urucânia,10333,3 - 10001 até 20000,3 - Sudeste
MG,Urucuia,17470,3 - 10001 até 20000,3 - Sudeste
MG,Vargem Alegre,6460,2 - 5001 até 10000,3 - Sudeste
MG,Vargem Bonita,2143,1 - Até 5000,3 - Sudeste
MG,Vargem Grande do Rio Pardo,5045,2 - 5001 até 10000,3 - Sudeste
MG,Varginha,137608,6 - 100001 até 500000,3 - Sudeste
MG,Varjão de Minas,7235,2 - 5001 até 10000,3 - Sudeste
MG,Várzea da Palma,40101,4 - 20001 até 50000,3 - Sudeste
MG,Varzelândia,19290,3 - 10001 até 20000,3 - Sudeste
MG,Vazante,20692,4 - 20001 até 50000,3 - Sudeste
MG,Verdelândia,9527,2 - 5001 até 10000,3 - Sudeste
MG,Veredinha,5733,2 - 5001 até 10000,3 - Sudeste
MG,Veríssimo,4090,1 - Até 5000,3 - Sudeste
MG,Vermelho Novo,4852,1 - Até 5000,3 - Sudeste
MG,Vespasiano,131849,6 - 100001 até 500000,3 - Sudeste
MG,Viçosa,79910,5 - 50001 até 100000,3 - Sudeste
MG,Vieiras,3570,1 - Até 5000,3 - Sudeste
MG,Mathias Lobato,3157,1 - Até 5000,3 - Sudeste
MG,Virgem da Lapa,13729,3 - 10001 até 20000,3 - Sudeste
MG,Virgínia,8652,2 - 5001 até 10000,3 - Sudeste
MG,Virginópolis,10459,3 - 10001 até 20000,3 - Sudeste
MG,Virgolândia,5303,2 - 5001 até 10000,3 - Sudeste
MG,Visconde do Rio Branco,43351,4 - 20001 até 50000,3 - Sudeste
MG,Volta Grande,5270,2 - 5001 até 10000,3 - Sudeste
MG,Wenceslau Braz,2543,1 - Até 5000,3 - Sudeste
ES,Afonso Cláudio,30326,4 - 20001 até 50000,3 - Sudeste
ES,Águia Branca,9621,2 - 5001 até 10000,3 - Sudeste
ES,Água Doce do Norte,10801,3 - 10001 até 20000,3 - Sudeste
ES,Alegre,29869,4 - 20001 até 50000,3 - Sudeste
ES,Alfredo Chaves,14670,3 - 10001 até 20000,3 - Sudeste
ES,Alto Rio Novo,7911,2 - 5001 até 10000,3 - Sudeste
ES,Anchieta,30285,4 - 20001 até 50000,3 - Sudeste
ES,Apiacá,7542,2 - 5001 até 10000,3 - Sudeste
ES,Aracruz,104942,6 - 100001 até 500000,3 - Sudeste
ES,Atilio Vivacqua,12270,3 - 10001 até 20000,3 - Sudeste
ES,Baixo Guandu,31263,4 - 20001 até 50000,3 - Sudeste
ES,Barra de São Francisco,45301,4 - 20001 até 50000,3 - Sudeste
ES,Boa Esperança,15146,3 - 10001 até 20000,3 - Sudeste
ES,Bom Jesus do Norte,9988,2 - 5001 até 10000,3 - Sudeste
ES,Brejetuba,12450,3 - 10001 até 20000,3 - Sudeste
ES,Cachoeiro de Itapemirim,212172,6 - 100001 até 500000,3 - Sudeste
ES,Cariacica,386495,6 - 100001 até 500000,3 - Sudeste
ES,Castelo,37956,4 - 20001 até 50000,3 - Sudeste
ES,Colatina,124283,6 - 100001 até 500000,3 - Sudeste
ES,Conceição da Barra,31479,4 - 20001 até 50000,3 - Sudeste
ES,Conceição do Castelo,12887,3 - 10001 até 20000,3 - Sudeste
ES,Divino de São Lourenço,4236,1 - Até 5000,3 - Sudeste
ES,Domingos Martins,34120,4 - 20001 até 50000,3 - Sudeste
ES,Dores do Rio Preto,6793,2 - 5001 até 10000,3 - Sudeste
ES,Ecoporanga,22748,4 - 20001 até 50000,3 - Sudeste
ES,Fundão,22379,4 - 20001 até 50000,3 - Sudeste
ES,Governador Lindenberg,13047,3 - 10001 até 20000,3 - Sudeste
ES,Guaçuí,31372,4 - 20001 até 50000,3 - Sudeste
ES,Guarapari,128504,6 - 100001 até 500000,3 - Sudeste
ES,Ibatiba,26762,4 - 20001 até 50000,3 - Sudeste
ES,Ibiraçu,12701,3 - 10001 até 20000,3 - Sudeste
